Gate,InputSignals,OutputSignals
27021,"[{'LastGateID': '18434', 'Color': 'black'}, {'LastGateID': '18611', 'Color': 'gray'}]","[{'NextGateID': '27025', 'Color': 'gray'}]"
27025,"[{'LastGateID': '27021', 'Color': 'gray'}, {'LastGateID': '27024', 'Color': 'color0'}]","[{'NextGateID': '27026', 'Color': 'black'}]"
18612,"[{'LastGateID': '18608', 'Color': 'color6'}, {'LastGateID': '18610', 'Color': 'color5'}]","[{'NextGateID': '18613', 'Color': 'color1'}, {'NextGateID': '18614', 'Color': 'color1'}, {'NextGateID': '18624', 'Color': 'color1'}, {'NextGateID': '18628', 'Color': 'color1'}, {'NextGateID': '18632', 'Color': 'color1'}, {'NextGateID': '18636', 'Color': 'color1'}, {'NextGateID': '18640', 'Color': 'color1'}, {'NextGateID': '18644', 'Color': 'color1'}, {'NextGateID': '18648', 'Color': 'color1'}, {'NextGateID': '18652', 'Color': 'color1'}, {'NextGateID': '18656', 'Color': 'color1'}, {'NextGateID': '18660', 'Color': 'color1'}, {'NextGateID': '18664', 'Color': 'color1'}, {'NextGateID': '18668', 'Color': 'color1'}, {'NextGateID': '18672', 'Color': 'color1'}, {'NextGateID': '18676', 'Color': 'color1'}, {'NextGateID': '18680', 'Color': 'color1'}, {'NextGateID': '18684', 'Color': 'color1'}, {'NextGateID': '18688', 'Color': 'color1'}, {'NextGateID': '18692', 'Color': 'color1'}, {'NextGateID': '18696', 'Color': 'color1'}, {'NextGateID': '18700', 'Color': 'color1'}, {'NextGateID': '18704', 'Color': 'color1'}, {'NextGateID': '18708', 'Color': 'color1'}, {'NextGateID': '18712', 'Color': 'color1'}, {'NextGateID': '18716', 'Color': 'color1'}, {'NextGateID': '18720', 'Color': 'color1'}, {'NextGateID': '18724', 'Color': 'color1'}, {'NextGateID': '18728', 'Color': 'color1'}, {'NextGateID': '18732', 'Color': 'color1'}, {'NextGateID': '18736', 'Color': 'color1'}, {'NextGateID': '18740', 'Color': 'color1'}, {'NextGateID': '18744', 'Color': 'color1'}, {'NextGateID': '18748', 'Color': 'color1'}, {'NextGateID': '18752', 'Color': 'color1'}, {'NextGateID': '18756', 'Color': 'color1'}, {'NextGateID': '18760', 'Color': 'color1'}, {'NextGateID': '18764', 'Color': 'color1'}, {'NextGateID': '18768', 'Color': 'color1'}, {'NextGateID': '18772', 'Color': 'color1'}, {'NextGateID': '18776', 'Color': 'color1'}, {'NextGateID': '18780', 'Color': 'color1'}, {'NextGateID': '18784', 'Color': 'color1'}, {'NextGateID': '18788', 'Color': 'color1'}, {'NextGateID': '18792', 'Color': 'color1'}, {'NextGateID': '18796', 'Color': 'color1'}, {'NextGateID': '18800', 'Color': 'color1'}, {'NextGateID': '18804', 'Color': 'color1'}, {'NextGateID': '18808', 'Color': 'color1'}, {'NextGateID': '18812', 'Color': 'color1'}, {'NextGateID': '18816', 'Color': 'color1'}, {'NextGateID': '18820', 'Color': 'color1'}, {'NextGateID': '18824', 'Color': 'color1'}, {'NextGateID': '18828', 'Color': 'color1'}, {'NextGateID': '18832', 'Color': 'color1'}, {'NextGateID': '18836', 'Color': 'color1'}, {'NextGateID': '18840', 'Color': 'color1'}, {'NextGateID': '18844', 'Color': 'color1'}, {'NextGateID': '18848', 'Color': 'color1'}, {'NextGateID': '18852', 'Color': 'color1'}, {'NextGateID': '18856', 'Color': 'color1'}, {'NextGateID': '18860', 'Color': 'color1'}, {'NextGateID': '18864', 'Color': 'color1'}, {'NextGateID': '18868', 'Color': 'color1'}, {'NextGateID': '18872', 'Color': 'color1'}, {'NextGateID': '18876', 'Color': 'color1'}, {'NextGateID': '18880', 'Color': 'color1'}, {'NextGateID': '18884', 'Color': 'color1'}, {'NextGateID': '18888', 'Color': 'color1'}, {'NextGateID': '18892', 'Color': 'color1'}, {'NextGateID': '18896', 'Color': 'color1'}, {'NextGateID': '18900', 'Color': 'color1'}, {'NextGateID': '18904', 'Color': 'color1'}, {'NextGateID': '18908', 'Color': 'color1'}, {'NextGateID': '18912', 'Color': 'color1'}, {'NextGateID': '18916', 'Color': 'color1'}, {'NextGateID': '18920', 'Color': 'color1'}, {'NextGateID': '18924', 'Color': 'color1'}, {'NextGateID': '18928', 'Color': 'color1'}, {'NextGateID': '18932', 'Color': 'color1'}, {'NextGateID': '18936', 'Color': 'color1'}, {'NextGateID': '18940', 'Color': 'color1'}, {'NextGateID': '18944', 'Color': 'color1'}, {'NextGateID': '18948', 'Color': 'color1'}, {'NextGateID': '18952', 'Color': 'color1'}, {'NextGateID': '18956', 'Color': 'color1'}, {'NextGateID': '18960', 'Color': 'color1'}, {'NextGateID': '18964', 'Color': 'color1'}, {'NextGateID': '18968', 'Color': 'color1'}, {'NextGateID': '18972', 'Color': 'color1'}, {'NextGateID': '18976', 'Color': 'color1'}, {'NextGateID': '18980', 'Color': 'color1'}, {'NextGateID': '18984', 'Color': 'color1'}, {'NextGateID': '18988', 'Color': 'color1'}, {'NextGateID': '18992', 'Color': 'color1'}, {'NextGateID': '18996', 'Color': 'color1'}, {'NextGateID': '19000', 'Color': 'color1'}, {'NextGateID': '19004', 'Color': 'color1'}, {'NextGateID': '19008', 'Color': 'color1'}, {'NextGateID': '19012', 'Color': 'color1'}, {'NextGateID': '19016', 'Color': 'color1'}, {'NextGateID': '19020', 'Color': 'color1'}, {'NextGateID': '19024', 'Color': 'color1'}, {'NextGateID': '19028', 'Color': 'color1'}, {'NextGateID': '19032', 'Color': 'color1'}, {'NextGateID': '19036', 'Color': 'color1'}, {'NextGateID': '19040', 'Color': 'color1'}, {'NextGateID': '19044', 'Color': 'color1'}, {'NextGateID': '19048', 'Color': 'color1'}, {'NextGateID': '19052', 'Color': 'color1'}, {'NextGateID': '19056', 'Color': 'color1'}, {'NextGateID': '19060', 'Color': 'color1'}, {'NextGateID': '19064', 'Color': 'color1'}, {'NextGateID': '19068', 'Color': 'color1'}, {'NextGateID': '19072', 'Color': 'color1'}, {'NextGateID': '19076', 'Color': 'color1'}, {'NextGateID': '19080', 'Color': 'color1'}, {'NextGateID': '19084', 'Color': 'color1'}, {'NextGateID': '19088', 'Color': 'color1'}, {'NextGateID': '19092', 'Color': 'color1'}, {'NextGateID': '19096', 'Color': 'color1'}, {'NextGateID': '19100', 'Color': 'color1'}, {'NextGateID': '19104', 'Color': 'color1'}, {'NextGateID': '19108', 'Color': 'color1'}, {'NextGateID': '19112', 'Color': 'color1'}, {'NextGateID': '19116', 'Color': 'color1'}, {'NextGateID': '19120', 'Color': 'color1'}, {'NextGateID': '19124', 'Color': 'color1'}, {'NextGateID': '19128', 'Color': 'color1'}, {'NextGateID': '19132', 'Color': 'color1'}, {'NextGateID': '19136', 'Color': 'color1'}, {'NextGateID': '19140', 'Color': 'color1'}, {'NextGateID': '19144', 'Color': 'color1'}, {'NextGateID': '19148', 'Color': 'color1'}, {'NextGateID': '19152', 'Color': 'color1'}, {'NextGateID': '19156', 'Color': 'color1'}, {'NextGateID': '19160', 'Color': 'color1'}, {'NextGateID': '19164', 'Color': 'color1'}, {'NextGateID': '19168', 'Color': 'color1'}, {'NextGateID': '19172', 'Color': 'color1'}, {'NextGateID': '19176', 'Color': 'color1'}, {'NextGateID': '19180', 'Color': 'color1'}, {'NextGateID': '19184', 'Color': 'color1'}, {'NextGateID': '19188', 'Color': 'color1'}, {'NextGateID': '19192', 'Color': 'color1'}, {'NextGateID': '19196', 'Color': 'color1'}, {'NextGateID': '19200', 'Color': 'color4'}, {'NextGateID': '19204', 'Color': 'color1'}, {'NextGateID': '19208', 'Color': 'color1'}, {'NextGateID': '19212', 'Color': 'color1'}, {'NextGateID': '19216', 'Color': 'color1'}, {'NextGateID': '19220', 'Color': 'color1'}, {'NextGateID': '19224', 'Color': 'color1'}, {'NextGateID': '19228', 'Color': 'color1'}, {'NextGateID': '19232', 'Color': 'color1'}, {'NextGateID': '19236', 'Color': 'color1'}, {'NextGateID': '19240', 'Color': 'color1'}, {'NextGateID': '19244', 'Color': 'color1'}, {'NextGateID': '19248', 'Color': 'color1'}, {'NextGateID': '19252', 'Color': 'color1'}, {'NextGateID': '19256', 'Color': 'color1'}, {'NextGateID': '19260', 'Color': 'color1'}, {'NextGateID': '19264', 'Color': 'color1'}, {'NextGateID': '19268', 'Color': 'color1'}, {'NextGateID': '19272', 'Color': 'color1'}, {'NextGateID': '19276', 'Color': 'color1'}, {'NextGateID': '19280', 'Color': 'color1'}, {'NextGateID': '19284', 'Color': 'color1'}, {'NextGateID': '19288', 'Color': 'color1'}, {'NextGateID': '19292', 'Color': 'color1'}, {'NextGateID': '19296', 'Color': 'color1'}, {'NextGateID': '19300', 'Color': 'color1'}, {'NextGateID': '19304', 'Color': 'color1'}, {'NextGateID': '19308', 'Color': 'color1'}, {'NextGateID': '19312', 'Color': 'color1'}, {'NextGateID': '19316', 'Color': 'color1'}, {'NextGateID': '19320', 'Color': 'color1'}, {'NextGateID': '19324', 'Color': 'color1'}, {'NextGateID': '19328', 'Color': 'color1'}, {'NextGateID': '19332', 'Color': 'color1'}, {'NextGateID': '19336', 'Color': 'color1'}, {'NextGateID': '19340', 'Color': 'color1'}, {'NextGateID': '19344', 'Color': 'color1'}, {'NextGateID': '19348', 'Color': 'color1'}, {'NextGateID': '19352', 'Color': 'color1'}, {'NextGateID': '19356', 'Color': 'color1'}, {'NextGateID': '19360', 'Color': 'color1'}, {'NextGateID': '19364', 'Color': 'color1'}, {'NextGateID': '19368', 'Color': 'color1'}, {'NextGateID': '19372', 'Color': 'color1'}, {'NextGateID': '19376', 'Color': 'color1'}, {'NextGateID': '19380', 'Color': 'color1'}, {'NextGateID': '19384', 'Color': 'color1'}, {'NextGateID': '19388', 'Color': 'color1'}, {'NextGateID': '19392', 'Color': 'color1'}, {'NextGateID': '19396', 'Color': 'color1'}, {'NextGateID': '19400', 'Color': 'color1'}, {'NextGateID': '19404', 'Color': 'color1'}, {'NextGateID': '19408', 'Color': 'color1'}, {'NextGateID': '19412', 'Color': 'color1'}, {'NextGateID': '19416', 'Color': 'color1'}, {'NextGateID': '19420', 'Color': 'color1'}, {'NextGateID': '19424', 'Color': 'color1'}, {'NextGateID': '19428', 'Color': 'color1'}, {'NextGateID': '19432', 'Color': 'color1'}, {'NextGateID': '19436', 'Color': 'color1'}, {'NextGateID': '19440', 'Color': 'color1'}, {'NextGateID': '19444', 'Color': 'color1'}, {'NextGateID': '19448', 'Color': 'color1'}, {'NextGateID': '19452', 'Color': 'color1'}, {'NextGateID': '19456', 'Color': 'color1'}, {'NextGateID': '19460', 'Color': 'color1'}, {'NextGateID': '19464', 'Color': 'color1'}, {'NextGateID': '19468', 'Color': 'color1'}, {'NextGateID': '19472', 'Color': 'color1'}, {'NextGateID': '19476', 'Color': 'color1'}, {'NextGateID': '19480', 'Color': 'color1'}, {'NextGateID': '19484', 'Color': 'color1'}, {'NextGateID': '19488', 'Color': 'color1'}, {'NextGateID': '19492', 'Color': 'color1'}, {'NextGateID': '19496', 'Color': 'color1'}, {'NextGateID': '19500', 'Color': 'color1'}, {'NextGateID': '19504', 'Color': 'color1'}, {'NextGateID': '19508', 'Color': 'color1'}, {'NextGateID': '19512', 'Color': 'color1'}, {'NextGateID': '19516', 'Color': 'color1'}, {'NextGateID': '19520', 'Color': 'color1'}, {'NextGateID': '19524', 'Color': 'color1'}, {'NextGateID': '19528', 'Color': 'color1'}, {'NextGateID': '19532', 'Color': 'color1'}, {'NextGateID': '19536', 'Color': 'color1'}, {'NextGateID': '19540', 'Color': 'color1'}, {'NextGateID': '19544', 'Color': 'color1'}, {'NextGateID': '19548', 'Color': 'color1'}, {'NextGateID': '19552', 'Color': 'color1'}, {'NextGateID': '19556', 'Color': 'color1'}, {'NextGateID': '19560', 'Color': 'color1'}, {'NextGateID': '19564', 'Color': 'color1'}, {'NextGateID': '19568', 'Color': 'color1'}, {'NextGateID': '19572', 'Color': 'color1'}, {'NextGateID': '19576', 'Color': 'color1'}, {'NextGateID': '19580', 'Color': 'color1'}, {'NextGateID': '19584', 'Color': 'color1'}, {'NextGateID': '19588', 'Color': 'color1'}, {'NextGateID': '19592', 'Color': 'color1'}, {'NextGateID': '19596', 'Color': 'color1'}, {'NextGateID': '19600', 'Color': 'color1'}, {'NextGateID': '19604', 'Color': 'color1'}, {'NextGateID': '19608', 'Color': 'color1'}, {'NextGateID': '19612', 'Color': 'color1'}, {'NextGateID': '19616', 'Color': 'color1'}, {'NextGateID': '19620', 'Color': 'color1'}, {'NextGateID': '19624', 'Color': 'color1'}, {'NextGateID': '19628', 'Color': 'color1'}, {'NextGateID': '19632', 'Color': 'color1'}, {'NextGateID': '19636', 'Color': 'color1'}, {'NextGateID': '19640', 'Color': 'color1'}, {'NextGateID': '19644', 'Color': 'color1'}, {'NextGateID': '19648', 'Color': 'color1'}, {'NextGateID': '19652', 'Color': 'color1'}, {'NextGateID': '19656', 'Color': 'color1'}, {'NextGateID': '19660', 'Color': 'color1'}, {'NextGateID': '19664', 'Color': 'color1'}, {'NextGateID': '19668', 'Color': 'color1'}, {'NextGateID': '19672', 'Color': 'color1'}, {'NextGateID': '19676', 'Color': 'color1'}, {'NextGateID': '19680', 'Color': 'color1'}, {'NextGateID': '19684', 'Color': 'color1'}, {'NextGateID': '19688', 'Color': 'color1'}, {'NextGateID': '19692', 'Color': 'color1'}, {'NextGateID': '19696', 'Color': 'color1'}, {'NextGateID': '19700', 'Color': 'color1'}, {'NextGateID': '19704', 'Color': 'color1'}, {'NextGateID': '19708', 'Color': 'color1'}, {'NextGateID': '19712', 'Color': 'color1'}, {'NextGateID': '19716', 'Color': 'color1'}, {'NextGateID': '19720', 'Color': 'color1'}, {'NextGateID': '19724', 'Color': 'color1'}, {'NextGateID': '19728', 'Color': 'color1'}, {'NextGateID': '19732', 'Color': 'color1'}, {'NextGateID': '19736', 'Color': 'color1'}, {'NextGateID': '19740', 'Color': 'color1'}, {'NextGateID': '19744', 'Color': 'color1'}, {'NextGateID': '19748', 'Color': 'color1'}, {'NextGateID': '19752', 'Color': 'color1'}, {'NextGateID': '19756', 'Color': 'color1'}, {'NextGateID': '19760', 'Color': 'color1'}, {'NextGateID': '19764', 'Color': 'color1'}, {'NextGateID': '19768', 'Color': 'color1'}, {'NextGateID': '19772', 'Color': 'color1'}, {'NextGateID': '19776', 'Color': 'color1'}, {'NextGateID': '19780', 'Color': 'color1'}, {'NextGateID': '19784', 'Color': 'color1'}, {'NextGateID': '19788', 'Color': 'color1'}, {'NextGateID': '19792', 'Color': 'color1'}, {'NextGateID': '19796', 'Color': 'color1'}, {'NextGateID': '19800', 'Color': 'color1'}, {'NextGateID': '19804', 'Color': 'color1'}, {'NextGateID': '19808', 'Color': 'color1'}, {'NextGateID': '19812', 'Color': 'color1'}, {'NextGateID': '19816', 'Color': 'color1'}, {'NextGateID': '19820', 'Color': 'color1'}, {'NextGateID': '19824', 'Color': 'color1'}, {'NextGateID': '19828', 'Color': 'color1'}, {'NextGateID': '19832', 'Color': 'gray'}, {'NextGateID': '19836', 'Color': 'color1'}, {'NextGateID': '19840', 'Color': 'color1'}, {'NextGateID': '19844', 'Color': 'color1'}, {'NextGateID': '19848', 'Color': 'color1'}, {'NextGateID': '19852', 'Color': 'color1'}, {'NextGateID': '19856', 'Color': 'color1'}, {'NextGateID': '19860', 'Color': 'color1'}, {'NextGateID': '19864', 'Color': 'color1'}, {'NextGateID': '19868', 'Color': 'color1'}, {'NextGateID': '19872', 'Color': 'color1'}, {'NextGateID': '19876', 'Color': 'color1'}, {'NextGateID': '19880', 'Color': 'color1'}, {'NextGateID': '19884', 'Color': 'color1'}, {'NextGateID': '19888', 'Color': 'color1'}, {'NextGateID': '19892', 'Color': 'color1'}, {'NextGateID': '19896', 'Color': 'color1'}, {'NextGateID': '19900', 'Color': 'color1'}, {'NextGateID': '19904', 'Color': 'color1'}, {'NextGateID': '19908', 'Color': 'color1'}, {'NextGateID': '19912', 'Color': 'color1'}, {'NextGateID': '19916', 'Color': 'color1'}, {'NextGateID': '19920', 'Color': 'color1'}, {'NextGateID': '19924', 'Color': 'color1'}, {'NextGateID': '19928', 'Color': 'color1'}, {'NextGateID': '19932', 'Color': 'color1'}, {'NextGateID': '19936', 'Color': 'color1'}, {'NextGateID': '19940', 'Color': 'color1'}, {'NextGateID': '19944', 'Color': 'color1'}, {'NextGateID': '19948', 'Color': 'color1'}, {'NextGateID': '19952', 'Color': 'color1'}, {'NextGateID': '19956', 'Color': 'color1'}, {'NextGateID': '19960', 'Color': 'color1'}, {'NextGateID': '19964', 'Color': 'color1'}, {'NextGateID': '19968', 'Color': 'color1'}, {'NextGateID': '19972', 'Color': 'color1'}, {'NextGateID': '19976', 'Color': 'color1'}, {'NextGateID': '19980', 'Color': 'color1'}, {'NextGateID': '19984', 'Color': 'color1'}, {'NextGateID': '19988', 'Color': 'color1'}, {'NextGateID': '19992', 'Color': 'color1'}, {'NextGateID': '19996', 'Color': 'color1'}, {'NextGateID': '20000', 'Color': 'color1'}, {'NextGateID': '20004', 'Color': 'color1'}, {'NextGateID': '20008', 'Color': 'color1'}, {'NextGateID': '20012', 'Color': 'color1'}, {'NextGateID': '20016', 'Color': 'color1'}, {'NextGateID': '20020', 'Color': 'color1'}, {'NextGateID': '20024', 'Color': 'color1'}, {'NextGateID': '20028', 'Color': 'color1'}, {'NextGateID': '20032', 'Color': 'color1'}, {'NextGateID': '20036', 'Color': 'color1'}, {'NextGateID': '20040', 'Color': 'color1'}, {'NextGateID': '20044', 'Color': 'gray'}, {'NextGateID': '20048', 'Color': 'color1'}, {'NextGateID': '20052', 'Color': 'color1'}, {'NextGateID': '20056', 'Color': 'color1'}, {'NextGateID': '20060', 'Color': 'color1'}, {'NextGateID': '20064', 'Color': 'color1'}, {'NextGateID': '20068', 'Color': 'color1'}, {'NextGateID': '20072', 'Color': 'color1'}, {'NextGateID': '20076', 'Color': 'color1'}, {'NextGateID': '20080', 'Color': 'color1'}, {'NextGateID': '20084', 'Color': 'color1'}, {'NextGateID': '20088', 'Color': 'color1'}, {'NextGateID': '20092', 'Color': 'color1'}, {'NextGateID': '20096', 'Color': 'color1'}, {'NextGateID': '20100', 'Color': 'color1'}, {'NextGateID': '20104', 'Color': 'color1'}, {'NextGateID': '20108', 'Color': 'color1'}, {'NextGateID': '20112', 'Color': 'color1'}, {'NextGateID': '20116', 'Color': 'color1'}, {'NextGateID': '20120', 'Color': 'color1'}, {'NextGateID': '20124', 'Color': 'color1'}, {'NextGateID': '20128', 'Color': 'color1'}, {'NextGateID': '20132', 'Color': 'color1'}, {'NextGateID': '20136', 'Color': 'color1'}, {'NextGateID': '20140', 'Color': 'color1'}, {'NextGateID': '20144', 'Color': 'color1'}, {'NextGateID': '20148', 'Color': 'color1'}, {'NextGateID': '20152', 'Color': 'color1'}, {'NextGateID': '20156', 'Color': 'color1'}, {'NextGateID': '20160', 'Color': 'color1'}, {'NextGateID': '20164', 'Color': 'color1'}, {'NextGateID': '20168', 'Color': 'color1'}, {'NextGateID': '20172', 'Color': 'color1'}, {'NextGateID': '20176', 'Color': 'color1'}, {'NextGateID': '20180', 'Color': 'color1'}, {'NextGateID': '20184', 'Color': 'color1'}, {'NextGateID': '20188', 'Color': 'color1'}, {'NextGateID': '20192', 'Color': 'color1'}, {'NextGateID': '20196', 'Color': 'color1'}, {'NextGateID': '20200', 'Color': 'color1'}, {'NextGateID': '20204', 'Color': 'color1'}, {'NextGateID': '20208', 'Color': 'color1'}, {'NextGateID': '20212', 'Color': 'color1'}, {'NextGateID': '20216', 'Color': 'color1'}, {'NextGateID': '20220', 'Color': 'color1'}, {'NextGateID': '20224', 'Color': 'color1'}, {'NextGateID': '20228', 'Color': 'color1'}, {'NextGateID': '20232', 'Color': 'color1'}, {'NextGateID': '20236', 'Color': 'color1'}, {'NextGateID': '20240', 'Color': 'color1'}, {'NextGateID': '20244', 'Color': 'color1'}, {'NextGateID': '20248', 'Color': 'color1'}, {'NextGateID': '20252', 'Color': 'color1'}, {'NextGateID': '20256', 'Color': 'color1'}, {'NextGateID': '20260', 'Color': 'color1'}, {'NextGateID': '20264', 'Color': 'color1'}, {'NextGateID': '20268', 'Color': 'color1'}, {'NextGateID': '20272', 'Color': 'color1'}, {'NextGateID': '20276', 'Color': 'color1'}, {'NextGateID': '20280', 'Color': 'color1'}, {'NextGateID': '20284', 'Color': 'color1'}, {'NextGateID': '20288', 'Color': 'color1'}, {'NextGateID': '20292', 'Color': 'color1'}, {'NextGateID': '20296', 'Color': 'color1'}, {'NextGateID': '20300', 'Color': 'color1'}, {'NextGateID': '20304', 'Color': 'color1'}, {'NextGateID': '20308', 'Color': 'color1'}, {'NextGateID': '20312', 'Color': 'color1'}, {'NextGateID': '20316', 'Color': 'color1'}, {'NextGateID': '20320', 'Color': 'color1'}, {'NextGateID': '20324', 'Color': 'color1'}, {'NextGateID': '20328', 'Color': 'color1'}, {'NextGateID': '20332', 'Color': 'color1'}, {'NextGateID': '20336', 'Color': 'color1'}, {'NextGateID': '20340', 'Color': 'color1'}, {'NextGateID': '20344', 'Color': 'color1'}, {'NextGateID': '20348', 'Color': 'color1'}, {'NextGateID': '20352', 'Color': 'color1'}, {'NextGateID': '20356', 'Color': 'color1'}, {'NextGateID': '20360', 'Color': 'color1'}, {'NextGateID': '20364', 'Color': 'color1'}, {'NextGateID': '20368', 'Color': 'color1'}, {'NextGateID': '20372', 'Color': 'color1'}, {'NextGateID': '20376', 'Color': 'color1'}, {'NextGateID': '20380', 'Color': 'color1'}, {'NextGateID': '20384', 'Color': 'color1'}, {'NextGateID': '20388', 'Color': 'color1'}, {'NextGateID': '20392', 'Color': 'color1'}, {'NextGateID': '20396', 'Color': 'color1'}, {'NextGateID': '20400', 'Color': 'color1'}, {'NextGateID': '20404', 'Color': 'color1'}, {'NextGateID': '20408', 'Color': 'color1'}, {'NextGateID': '20412', 'Color': 'color1'}, {'NextGateID': '20416', 'Color': 'color1'}, {'NextGateID': '20420', 'Color': 'color1'}, {'NextGateID': '20424', 'Color': 'color1'}, {'NextGateID': '20428', 'Color': 'color1'}, {'NextGateID': '20432', 'Color': 'color1'}, {'NextGateID': '20436', 'Color': 'color1'}, {'NextGateID': '20440', 'Color': 'color1'}, {'NextGateID': '20444', 'Color': 'color1'}, {'NextGateID': '20448', 'Color': 'color1'}, {'NextGateID': '20452', 'Color': 'color1'}, {'NextGateID': '20456', 'Color': 'color1'}, {'NextGateID': '20460', 'Color': 'color1'}, {'NextGateID': '20464', 'Color': 'color1'}, {'NextGateID': '20468', 'Color': 'color1'}, {'NextGateID': '20472', 'Color': 'gray'}, {'NextGateID': '20476', 'Color': 'color1'}, {'NextGateID': '20480', 'Color': 'color1'}, {'NextGateID': '20484', 'Color': 'color1'}, {'NextGateID': '20488', 'Color': 'gray'}, {'NextGateID': '20492', 'Color': 'color1'}, {'NextGateID': '20496', 'Color': 'color1'}, {'NextGateID': '20500', 'Color': 'color1'}, {'NextGateID': '20504', 'Color': 'color4'}, {'NextGateID': '20508', 'Color': 'color1'}, {'NextGateID': '20512', 'Color': 'color1'}, {'NextGateID': '20516', 'Color': 'color1'}, {'NextGateID': '20520', 'Color': 'color4'}, {'NextGateID': '20524', 'Color': 'color1'}, {'NextGateID': '20528', 'Color': 'color1'}, {'NextGateID': '20532', 'Color': 'color4'}, {'NextGateID': '20536', 'Color': 'color1'}, {'NextGateID': '20540', 'Color': 'color3'}, {'NextGateID': '20575', 'Color': 'color1'}, {'NextGateID': '20621', 'Color': 'color2'}, {'NextGateID': '20671', 'Color': 'color2'}, {'NextGateID': '20723', 'Color': 'color1'}, {'NextGateID': '20775', 'Color': 'color1'}, {'NextGateID': '20825', 'Color': 'color2'}, {'NextGateID': '20875', 'Color': 'color1'}, {'NextGateID': '20927', 'Color': 'color1'}, {'NextGateID': '20979', 'Color': 'color2'}, {'NextGateID': '21031', 'Color': 'color2'}, {'NextGateID': '21083', 'Color': 'color2'}, {'NextGateID': '21135', 'Color': 'color2'}, {'NextGateID': '21187', 'Color': 'color1'}, {'NextGateID': '21239', 'Color': 'color2'}, {'NextGateID': '21291', 'Color': 'color1'}, {'NextGateID': '21343', 'Color': 'color2'}, {'NextGateID': '21395', 'Color': 'color2'}, {'NextGateID': '21447', 'Color': 'color2'}, {'NextGateID': '21499', 'Color': 'color3'}, {'NextGateID': '21551', 'Color': 'color1'}, {'NextGateID': '21603', 'Color': 'color2'}, {'NextGateID': '21657', 'Color': 'color1'}, {'NextGateID': '21709', 'Color': 'color1'}, {'NextGateID': '21761', 'Color': 'color2'}, {'NextGateID': '21813', 'Color': 'color1'}, {'NextGateID': '21863', 'Color': 'color1'}, {'NextGateID': '21913', 'Color': 'color2'}, {'NextGateID': '21963', 'Color': 'color3'}, {'NextGateID': '22013', 'Color': 'color2'}, {'NextGateID': '22061', 'Color': 'color1'}, {'NextGateID': '22109', 'Color': 'color1'}, {'NextGateID': '22227', 'Color': 'color1'}, {'NextGateID': '22241', 'Color': 'color1'}, {'NextGateID': '22377', 'Color': 'color1'}, {'NextGateID': '22532', 'Color': 'color1'}, {'NextGateID': '22712', 'Color': 'color1'}, {'NextGateID': '23185', 'Color': 'color1'}, {'NextGateID': '23304', 'Color': 'color2'}, {'NextGateID': '23892', 'Color': 'color1'}, {'NextGateID': '25584', 'Color': 'color1'}, {'NextGateID': '26072', 'Color': 'color1'}, {'NextGateID': '26312', 'Color': 'color3'}, {'NextGateID': '26707', 'Color': 'color1'}, {'NextGateID': '26721', 'Color': 'color1'}, {'NextGateID': '26731', 'Color': 'color1'}, {'NextGateID': '26878', 'Color': 'color1'}, {'NextGateID': '26883', 'Color': 'color1'}, {'NextGateID': '27039', 'Color': 'color1'}, {'NextGateID': '27044', 'Color': 'color1'}, {'NextGateID': '27277', 'Color': 'color2'}, {'NextGateID': '27430', 'Color': 'color1'}, {'NextGateID': '27434', 'Color': 'color2'}, {'NextGateID': '27643', 'Color': 'color2'}, {'NextGateID': '27684', 'Color': 'color2'}, {'NextGateID': '28244', 'Color': 'color1'}]"
19832,"[{'LastGateID': '17750', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'gray'}]","[{'NextGateID': '19834', 'Color': 'gray'}]"
19833,"[{'LastGateID': '17334', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '19834', 'Color': 'gray'}]"
19834,"[{'LastGateID': '19832', 'Color': 'gray'}, {'LastGateID': '19833', 'Color': 'gray'}]","[{'NextGateID': '19835', 'Color': 'black'}]"
20044,"[{'LastGateID': '17675', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'gray'}]","[{'NextGateID': '20046', 'Color': 'gray'}]"
20045,"[{'LastGateID': '17387', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20046', 'Color': 'gray'}]"
20046,"[{'LastGateID': '20044', 'Color': 'gray'}, {'LastGateID': '20045', 'Color': 'gray'}]","[{'NextGateID': '20047', 'Color': 'black'}]"
20472,"[{'LastGateID': '17622', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'gray'}]","[{'NextGateID': '20474', 'Color': 'gray'}]"
20473,"[{'LastGateID': '17494', 'Color': 'black'}, {'LastGateID': '18620', 'Color': 'color0'}]","[{'NextGateID': '20474', 'Color': 'gray'}]"
20474,"[{'LastGateID': '20472', 'Color': 'gray'}, {'LastGateID': '20473', 'Color': 'gray'}]","[{'NextGateID': '20475', 'Color': 'black'}]"
20488,"[{'LastGateID': '17626', 'Color': 'black'}, {'LastGateID': '18612', 'Color': 'gray'}]","[{'NextGateID': '20490', 'Color': 'gray'}]"
